"","review_id","stars","text","cool","useful","funny","scores","review_type","Predicted_Stars"
"7520","fAkFNFCkEVUbkgwWaNj65A","4","Had the spicy beef lunch plate with four sides. It was outstanding! Great kimchi too.",0,0,0,1,"Positive","4"
"7527","mod2Fb2WRw4gTkbFeQqHnQ","3","Oh, True Food. I want to love you.

But you make me feel like I'm eating in a cafeteria. WIth such a contemporary menu and a staff full of bright shiny faces this restaurant is just a contradiction in form... the menu and ambience just don't match.

My advice is to sit at the bar. The drinks are well served by pleasant bartenders and do their job, the stools are comfortable, and from that locale you get to skip the experience of having dinner with a room full of strangers right at your elbow.",2,2,1,3.5,"Positive","4"
"7529","iKrrAL_IIdM4rsxJexg_iA","3","I really want to gives this Sprout's location 4 stars but over the past few months when I get a deli sandwich the bread has bean stale 1 out of 3 times I'm there so I can't do it. If this Sprout's can consistently not give me stale bread I'd be happy.

On to the rest of the store....
Sprout's is a great farmer's market with a great selection of produce as well as great meats, seafood and cheeses.",0,0,0,1.5,"Positive","5"
"7534","71pd7mRxVuAalunKrspG4g","5","Is there a way I can give LUSH an extra star???

Pros: Friendly & enthusiastic staff, incredible products, lots of samples, phenomenal smells, reasonable prices, and get this, an HONEST company!!! Read their bag, it'll make you love them more.

Cons: if you're sensitive to smells, brace yourself.  Also, if you're the type that wants to be left alone while you shop, beware.  The staff is excited about their products.

Don't miss: R&B hair moisturizer (it drives men crazy!), Coalface facial cleanser & Brazen Honey exfoliating mask.",0,0,1,2,"Positive","4"
"7535","HLnH651YCnIy-shO48v-5Q","4","We live in the neighborhood so were excited to see a new place with a huge range of beers open up.

The decorations are a bit sparse, but we like to sit on the patio or the conversation areas near the bar, which are perfect this time of year. Yucca chips are personal favorites, as is the gnocchi bolognese. Burger wasn't bad, but a burger is just a burger. They're still adjusting their menu it seems, which I expect any place to do for the first few weeks as they settle in.

I really love their commitment to craft beer, especially Arizona beers. $5 pitchers of AZ beer before 5:00 is not only quite a tasty offering, but appeals to my love of all things local.

Give OHSO a try!",0,0,0,2.5,"Positive","4"
"7538","1yqOc7IaG9wHD4-BWdbBrw","4","Love sitting at the sushi bar, the chef's are always super friendly and really fun to watch. The urchin with the quail egg is a MUST for all you sushi lovers.",1,0,0,2,"Positive","5"
"7540","IktgaHr6D1QppoYCvnxQtw","4","Some of the food here is fantastic such as the Chicken Corfu $14.95 and others like the Gyro I found to be less than good becasue the meat was very dry some parts burnt with the obviously strong taste of fish.  I sent it back and they took it off our bill.  The remainder of the meal which consisted of the Corfu, salads and soup was great and our waitress; the owners daughter promised to address the Gyro with the kitchen.  This restaurant is located at the park in Fountain Hills with unobstructed views of the lake and fountain which erupts every hour spraying water more than 500 feet in the air.  We took a nice walk in the park after dinner which was very relaxing.  Recommended",0,0,0,4,"Positive","4"
"7550","PfJfj5sN1iNIQfoYKCiwLQ","5","Neighbors had told me how great this place is and after reading the positive YELP reviews, I decided to have dinner here with my family!

Friendly greeting and service from the moment we walked in the door! Fast service and great food too!

HUGE portions!! I recommend splitting entree's. We ordered 2 entree's between 3 people and had 2 boxes of leftovers we took home! I split the lamb kabobs and the meat was tender and juicy. Hubby had the Gyro's and loved them! (Gyro's were probably enough food for 3 people!!).

Moderate prices. Averaging about $15 bucks a plate, but the dinner plates come with the amazing Basmati rice with white currants, almonds and maybe a touch of cinnamon?

I was told they had the best cannoli's in town.....so I had to save room for one!!...and they were pretty darn good!! 

To sum it up...... FAST~FRIENDLY~FRESH FOOD!!!

Yummy!!",0,0,0,5,"Positive","4"
"7551","A0lkdYsXJzORMq7343JsOg","5","I just went here for the first time with my boyfriend this afternoon. I got a Green Apple Snow and he got a Mocha... Blast? or something like that. We both loved them. While the drink was amazing, what was even better was the quality of their boba, they weren't too hard or squishy and they had the perfect taste. 

The shop was really clean and nice and cool. I also noticed they had battleship and I think checkers and some other board games out for customers to play with. They also had a computer monitor I am guessing for games. I didn't go to look at it. I think there was music on but I can't remember.

The service was really fast, but then we were the only ones there. You can't use a debit/credit card for an order under $10 so we ordered an extra drink for our friend we were going to visit. We asked if she could make it when we were ready to leave and she was really nice about it. 

I can't say one bad thing about it. If I find something else on another visit I will update. As of now this is going to be my number one place to get boba.",0,0,0,4.5,"Positive","5"
"7552","V9zhvEIYlqN-Bo3b-_7MkQ","2","I wasn't really very impressed. Bajio isn't *bad* by any stretch, but it's certainly nothing to really rave about.

The prices were a little steep for what you get and everything (keep in mind, this is mexican food) was oddly sweet for some reason...and that struck me oddly. 

Burritos and such, served in a very Chipotle-esque fashion, but for a few bucks more than Chipotle. 

I don't believe I'll be returning. Not because it was a negative experience, just exceptionally ""meh"".",0,1,0,-1.5,"Negative","1"
"7561","IlMOhzkvFknEhuFwhgdPqg","5","So, after finding out I didn't have to be a juror today, I decided to go to Treehouse to celebrate!  I got 12 different cupcakes (intending to share with my husband and friends at work of course!) and wasn't disappointed. I love the caramel chocolate and peanut butter chocolate ones best! The only ingredient I hope Treehouse considers adding is avocado, since it makes vegan cupcakes decadently rich!  One of the sister's who co-owns and is a co-baker was a doll. We both are hoping Phoenix continues to build up a variety of veggie- conscientious, healthy/delicious places to frequent.",0,0,0,3,"Positive","5"
"7564","AhV_p-9pCyMgJr8axjgrkg","1","I called The Town Dump to ask if I could come in this week and interview them for an English paper about a small local business, and the owner was just incredibly rude. She didn't even let me finish telling her it would take five minutes of her time, preferring to interject and tell me to go somewhere else. When I explained that I've heard wonderful things about their business from friends, and that that sparked my interest, she said, ""Well, go somewhere else.""
I've never even been inside, and I sure as hell won't go now. Maybe it's just me, but I don't like shopkeepers who snarl at their customers.",0,0,0,0.5,"Positive","5"
"7565","riSK3YU9hXm80tyFF-RnSg","5","I've eatin' a lot of pizza and can say without worries that Mama Mia's is the Best I've had -- Consistency, value and great service sets them apart -- They also have the best take out wings in town!!!!",0,1,0,1,"Positive","4"
"7567","SPL3w35BY2PlKN4mJszwjA","3","The pizza's OK, not anything to write home about.  I sat on the outdoor patio, which is on the main street, so while entertaining to watch all the people go by (and there's a wide variety), if you're table's right along the outside edge of the patio (which I wasn't), you may end up interacting with the transients coming by.  So, I got to observe everyone going by without having to interact with them, which was just fine by me, because I do like to people watch.",1,0,0,2.5,"Positive","5"
"7568","chKVI0nbp7jff0OtK2JNNw","4","What a beautiful brunch oasis in downtown Phoenix.  Sitting outside on an April afternoon, listening to jazz and feeling the cool breeze (thanks to the misters), I felt like I was in the Mediterranean by the sea.  Or something like that.  Anyway, I really dug the atmosphere, and the food was delicious.  The Vegetarian Omelet was yummy, bursting with veggies, and the olives gave it a great flavor.  The potatoes were perfectly cooked and seasoned, and the whole wheat bread was thick and perfectly toasted.  I also had a few bites of the Banana Fosters French Toast, which is waaaaay too sweet, in my opinion, to be considered breakfast food but was a great finish to my meal.  The coffee is good enough to drink black.",0,0,0,7.5,"Positive","5"
"7574","dcBve5auPfvSQwlcSo3M4A","3","After living 2 blocks away for over a year, i finally took the jump and decided to deal with the long wait to try this place out.  Got there at 7:30 on a Tuesday night... 2.5 hour wait.  (To be expected, but still pretty ridiculous.)  

Went next door to Bar Bianco, ordered a bottle of wine and patiently waited outside.  I think that the wait is part of the allure for people.  Also, after waiting hungry for 3 hours, the food becomes tastier because you are starving.  

Finally get a table at 10:15.  Order the caprese salad and another bottle of wine.  The ingredients are very fresh.  The Mozz is excellent, the tomatoes are very very fresh and tasty and the basil was great as well.  

The server didnt make any recommendations on wine or food.  A bit odd.  Given that the wait is 3 hours and that it's pricy for a pizza joint, you'd think that the service would be excellent.  Not at all the case.  This guy acts like everyone here is a regular.  The reality is that with 3 hour waits for a table, i don't have time to be a regular at this place. 

We ordered 2 pizzas to try.... Biancoverde and Wiseguy.  They were pretty good, again with good ingredients.  I wouldn't say it was the best pizza i've ever had, but very tasty.  Asked for some Balsamic to go with the Mozz and Tomatoes... had to ask the server 2 times, finally we snagged a food runner, she got it for us.  I shouldnt have to ask for something 3 times. I mean really, this place only has like 6 tables... pay attention to the guests.  

I guess the moral here is that trying this place is all about the experience and saying that you've been there.  While Bianco is good you can go to Parlor or Cibo and get very good (comparable) pizza without a 3 hour wait.  

Is it good, yes. 
Is it worth the wait, nope.",1,7,0,8,"Positive","5"
"7575","3fYzo1Pfm73tR5mg3Mm3yg","5","I recently tried vietnamese food, maybe 3 years ago.  I especially like the pho soup and spring rolls.  Since then, I have been trying every place I can that serves pho.  Out of every place that I have been so far, this place is always the one I come back to.  It's a little hole in the wall type place.  The kind you would drive by and never even notice if you weren't looking for it.  The pho has some of the best tasting broth and is a good portion.  It's about average price if not closer to the cheapest I have found.  It comes with a good sized plate of sprouts, basil, mint, lime, and jalapeno.  The spring rolls that I get have pork and shrimp in them and are a pretty good size.  The peanut sauce that comes with them for dipping tastes almost like fresh made peanut butter and has fresh ground pieces of peanut in it.  The service is fairly quick and very friendly, even with the fact that there is some language barrier.  I was actually taken to this place for the first time by an ex-coworker of mine who is an old vietnamese guy.  He told me himself that this is probably the best place he has found to eat pho at, and based on the fact that it is usually packed with asian people during lunch time, I am very inclined to believe him.",0,0,0,6.5,"Positive","4"
"7586","LLf9pyyGrDpZrtyWwYUNkw","3","I like to call this ""My Basha's"".    On the positive side, the selection of wine and beers is pretty extensive, the produce is fresh with quite a few organic choices.  The natural foods section has a number of pleasant surprises and they've added some new bulk dispensers there as well.  I've had mixed experiences getting help in the meat section but the checkout up front is always quick, much faster than some of the other grocery store chains out there.",1,0,1,3.5,"Positive","4"
"7587","BmZOjX13vhqqkVz-uyhIxg","1","It's been a few months since I've been here, and what a change, not for the better. I usually get the same thing to start with, ceviche and pollo asado. Both are usually quite delicious, not this time.

The ceviche had absolutely no flavor to it. As if the chef tried to make it as flavorless as possible. I did not finish it as it was not enjoyable in the least. Now for the tacos. Stale taco shells, dried and overcooked chicken, slopped on guac and no pico de gallo. The tacos were so bad I tried to rescue them by asking for pico de gallo, since they did not put any on, and then I was charged $1.00 extra. Of course, no manager was anywhere in sight. This place simply doesn't care. On the bright side, the margaritas and salsa are still good, but the chips were stale.

Not only will I not return, but I can no longer recommend this place to businessmen from out of town. I see dozens of new business people every day who stay in Scottsdale and they always ask for Mexican food, and I've always said Cien Agaves. No more.",0,3,0,2,"Positive","4"
"7591","QqH47anOmLMY-xCm_6kMdA","5","I cannot say enough good things about this place! The food is amazing and the customer service is probably the best I've ever experienced. Every time my boyfriend and I dine here the owner visits with us and asks how we are, etc. I've only had Pho at a couple of places in town so I can't speak to the authenticity but it tastes amazing and fresh every time. Places that make good food and offer the kind of customer service these places do (and family owned is always a plus for me!) are just priceless. UnPhogettable is always worth the drive to Mesa.",0,0,0,4.5,"Positive","5"
"7594","RqDMPH7kDUletkXHGGKQfw","5","I go to Pro's Ranch Market often for lunch- sometimes several times a week. I've had the street tacos, chile relleno, burritos, and some other tasty treats. I'm a huge fan of the agua fresca stand- my favorites are the strawberry, pineapple, and horchata. And the bakery... oh, the bakery. They have everything sweet you could want including individual servings of flan and tres leches cake. 

The store itself has the cheapest produce in town, a giant meat counter, and a great assortment of cheeses. Ranch Market also has super delicious tortilla chips and salsas. This is one of my favorite places to go if I'm on my way to a BBQ or party- there are so many options!",1,2,1,3.5,"Positive","4"
"7595","lk9i5kSq52nxH3P_j8W97w","5","Love this place! A must stop for anyone downtown needing a snack or a drink! Very good happy hour and unbelievable flavor combinations.
On my last visit, I was pleased to try some happy hour toasts and fish and chips. Zero disappointment.",0,1,0,1.5,"Positive","5"
"7597","EBpbQiJjSqSN7-CE5iyYrg","4","This place is one of the ""dives in a strip mall"" that seem so popular in this state. Today was not the first time that I have eaten here but, after reading some of the negative reviews, thought I would toss in my two cents..... 

I like to go here for lunch. They are prompt and the food is the perfect amount for lunch....maybe a bit too much. I am a creature of habit. Once I find that one thing that I love, I can't help but to run comparisons to other restaurants. Erawan has 2 items on it that I have to name as Best in Phoenix......Mint Chicken and their Tom Yum Gai soup. FYI, you can not get that soup on the weekends though. 

So, in short, this place is great for lunch and can't speak about how the service is any other time.",0,3,0,3,"Positive","4"
"7601","_7DBu1UqUmMIRiGrX5S7XA","4","I recently visited the Arizona Science Center, & today came to check this one out, joined by Mike C.  Ok, it's not the same thing, but I'd say this one rules!  There's plenty to see here, It's fun for both adults & kids.  A couple of the excellent features are an old MINE to go through, & lots of DINOSAURS!!    :-))

The walkways kind of wind all over the place, so try to keep track of where you've been, & not miss anything.  They've put a lot of work into this museum, & you're going to like it!

Open Tue thru Fri 10-5, Sat 11-5, Sun 1-5, Closed Monday.

Adults:  $10
Kids 3-12:  $6
Students 13+ with ID:  $8
Seniors 65+:  $9",4,5,1,1.5,"Positive","4"
"7603","nfScBCNVTnkFDN8J_ECRXQ","5","Cozy place, great amounts of food for little money, they serve koolaide!!!!  Its all great I loved it both times so far, once in 2003 when I went to review it for the school newspaper, and again 8 years later when I drove by it and the nostalgia made me try it again with the fiance",0,0,0,2,"Positive","5"
"7605","_KlhuTMvwBmv1vxr45ivKA","5","Great food and very friendly service.  Happy to recommend!",0,0,0,2,"Positive","5"
"7608","0YDEw6JTGp0gV_cCE8QxVA","4","Fun dive bar.",0,0,0,0.5,"Positive","5"
"7610","evzdx8swS2b4dAIjgA-MVw","5","Yes, please! This place is AMAZING! I brought my family here after coming many times, and everyone LOVES IT! The wasabi mashed potatoes are KILLER! I HIGHLY recommend. I really don't know if there is anything to avoid at this place. Just love it every time! We have tried many dishes, and they are always flavorful and fabulous.",0,0,0,1.5,"Positive","5"
"7615","si-nMGBPO5Q8Axg0zgly0g","5","I was impressed with this place. I had the Mongolian Lamb and an Asahi beer. It totaled $14.00 before tip which I thought was reasonable for dinner and especially for a lamb dish. The portions were very generous and even though I was starving when I stopped in, I ended up only eating about half of the meal before getting full. It was delicious. Tender lamb and a great sauce.

The waiter was very polite and helpful and the food came out pretty quickly. It was very comfortable inside and the decor was tasteful. I did not expect that one of the best Chinese restaurants (of course in my opinion) would be located in Avondale. I feel bad for frequenting the Pei Wei on Dysart and McDowell so often when a non-chain place of this caliber is right up the road.",0,1,0,5.5,"Positive","4"
"7616","KuCvN60gblCDKjNdre3dlA","3","Hit up this joint a couple times while in town for Padres spring training the past several years .. it's great sports-theme hangout for large groups .. plenty of TVs, service is very good, food is decent, big variety of drinks .. but it can get a bit pricey here for a casual place.

Location is convenient for those hanging out in the franchise capital of the world--Peoria.",1,1,0,2,"Positive","4"
"7621","iwMIeeKW0b94FQ0H02QCUw","5","I first visited this restaurant after my friend pushed me to visit the Hawaiian festival at the Tempe Town Lake a few months ago.

""Big deal,"" I thought. ""How can a Hawaiian festival be fun?""

Well, the food was amazing. And after having half a rotisserie chicken, I was craving for more.

A few days later, I finally began my search for the perfect (or near perfect) Hawaiian restaurant, in which I can satisfy my Hawaiian cravings.

My first stop was Mai Island Grill, located in/near the Arizona State University campus. Parking was a bit of a challenge; this is especially true during the lunch hour.

When I finally found a parking spot, I went in and ordered. I had the short ribs plate. The plates include one scoop of macaroni salad and steamed rice.

After placing my order for the short ribs, I ordered the Spam musubi.

The guy preparing food replied with a laugh.

""Is it good?"" I asked

Jay -- the man who operates this restaurant -- replied, ""Yes it's good."" 

Then he said something about how the guy who laughs never laughs (or something like that).

About 10 minutes later, my food was ready.

The food was fantastic; just what I was looking for!

The prices are very reasonable. Plates are about $10 and less.

I also suggest that you try the fish, beef, grilled chicken, and pork katsu.

And finally, I hope that this place continues to provide the same liberal portions. Also, I think it would be cool if Mai Island Grill began serving two scoops of macaroni salad and two scoops of rice (just a fantasy of mine).

Additional Notes:

- Cash Only.

- Opens late in the morning and closes early in the afternoon (call for exact hours).

- There never seems to be any ""Lumpia!"" :-/",4,4,4,5,"Positive","4"
"7623","jJnL6cBWunBRj2NDMFzIWA","1","They added broasted chicken to their menu... I love me some broasted chicken, so in I went to investigate.

I do not love me THEIR broasted chicken.

To me it tasted rubbery and had a strange odor, and it was so salty that an hour later I could still taste it. I ordered a few pieces and I ate part of one and then bolted.

I can't speak to anything else on the menu. Their garlic knots, for what it's worth, were fine.",0,1,0,1,"Positive","4"
"7625","YviHqX8UF9L6qjEOFD_qiA","3","Growing up near this little hole in the wall, this place was a constant stop for my family. It's really good, greasy chinese food that basically tastes like you would expect it to. Now that I live farther away I still have cravings for their delicious orange chicken and chicken fried rice. If you're nearby during lunch try out a lunch special, really great prices!",0,0,0,1,"Positive","4"
"7626","yx6ZbicEb2Pqbbb0OUF5Sg","5","Please give this place a try when you're making your next stop at Pita Jungle. This restaurant seems to be very underrated and overlooked. We went on a Wednesday night around 7:30pm and it was empty while Pita Jungle was packed. Just the two of us on the patio, which was very nice. The interior and atmosphere are great. Nice tables & chairs, candles, shelves with wine bottles and art, and a very nice bar.

An Iranian family owns the restaurant and cooks everything themselves. That's the first sign of a high-quality establishment. They were incredibly nice to us and brought us whatever we needed. They gave us some good suggestions, like their Iced Black Tea, which is fantastic. It has a few other elements to it including Lavender. They brought us extra pita when we ordered some appetizers as well without us even asking.

For our appetizers, we tried the hummus and the tabooli. The hummus was very creamy but a little plain. We wished there was more flavor or spice to it. Not a big deal. That was the only part of our meal that was not 5 stars, but 4 stars. The tabooli....ridiculous. I've never been a fan of tabooli. It usually has too much parsley. But their version was balanced perfectly.

For an entree, I tried the Chicken Shawarma and we split a side of Basmati rice with saffron. A huge plate of rice with great seasoning. The saffron and olive oil gave the fluffy rice great texture. The Shawarma was fresh and delicious. The chicken was cooked and seasoned nicely.

For dessert, we tried the Persian vanilla ice cream with rose water and saffron as well as the Baghlava. The ice cream was some of the best we've had. Great flavor. The Baghlava was a great complement to the ice cream. A nice sweetness from the honey and the flaky dough was great.

So in summary, great atmosphere, great owners, out-of-this-world food, and very affordable. Everything we had came to about $32. We will return many times in the future because their menu is very promising. Just wish their name fit the type of place that it is. The current name makes it sound like just another Middle Eastern restaurant, which it definitely is not.",1,2,0,13,"Positive","4"
"7629","rKR0NgykB2Cb1SeZFdpVFg","4","Our group enjoyed a fabulous lunch here this past Sunday. The patio is perfect for people watching on a beautiful afternoon. 

Appetizer: Crab Cakes. The guys really liked the crab cakes which appeared to be served with some sort of cream sauce with diced red and yellow bell peppers. 

Appetizer: Spinach Cheese Dip. This dip fits the standard and is served with crispy pita-esque bread pieces. 

I truly appreciate the large selection of Gardein entrees they serve for Vegetarians and Vegans that want to enjoy not-so- healthy bar grub like our omni friends. ** Be sure to note any dietary restrictions upon placing your order. I ordered the ""beef"" sliders original style and they came with cheese which was not mentioned on the menu. They gladly added a side of lettuce and the jerk and buffalo sauces to my plate. I adore there shoe string fries. 

My companions enjoyed their ahi tuna salad and steak entrees. 

As far as drinks go, there is a large menu sure to please everyone in your party!",0,1,0,5.5,"Positive","5"
"7632","Jbiizq9BovcWjMf_v4fAjw","1","this is a business located in the fry's grocery strip mall on mckellips and recker I wont say much but don't bother the waitless girl was about as pleasent as a hemroid the beer selection sucked. I belive the owner was there at least the guy looked like the owner. it's always amazing to me how the service can be so horrible w/owner in house.",0,1,1,-0.5,"Negative","1"
"7641","hToXrZeYpH9xUvflGywJaA","3","I don't know what Bar Smith is trying to be. I feel like instead of just saying okay we are going to be a X music club on Saturday night they decided to try and appease too many people. 90s R&B and Hip hop on the first floor Techno Electronica on the roof top bar. 

oooooKAY.

I visited the during the 4th Annual Pub crawl at 11:30 at night the place was still pretty empty. 

Drinks-Meh
Crowd-Meh, I am still trying to find the young professional males in this area.
Layout- I like it
Bouncers-Really big and Super nice but then again I smiled a lot and didn't give them a hard time about my ID. 

The last 2 is what gives it the A-Okay and not a full out Meh. I could see throwing a party there, people love dancing outside and on rooftops. This has both and the first floor DJ was decent, all things considered. 

I will give this place another chance. 

Maybe it can redeem itself up to 4 stars.",0,1,0,4,"Positive","4"
"7642","jLxo_UgnGfKHSPK7gGa5LA","4","This has always been our favorite local Chinese take out - and especially on Chinese New Year, the special menu.  OMG its good.  We always call for takeout, one or two items and we are so close that by the time I get in the car and drive there, its done...less than five minutes.  

This place gets very busy, and if you get a chance, try out their Peking Duck, Hong Kong style.  Soooo delicious!

Another favorite is the snow pea leaves (not on the menu!!!  cost extra), and the Seafood Bean Curd Soup.  I love the soup here, so many delicious morsels, you can't go wrong with it ever.",0,1,0,2,"Positive","5"
"7643","nndJbVEZS4Rwh1AJkgnlqw","4","Wound up at Rock Bottom by chance had been wanting Carrabbas all day, due to being brain washed by commercials on TV so that when a friend said lets go out for dinner I was all gun ho to say Carrabbas, then he said Im in the mood for steak I tossed the pasta idea out the window and said Bring on the beef,  plus never been to Rock Bottom so I was thrilled at being able to try a new place! It was a Sunday night and the place was simi empty, which was nice. Service was fast and friendly and I liked the overall vibe of the place. I ordered the Texas Fire Steak which was top sirloin seasoned with crazy peper and smoking jalapeno butter, man it was delish!! Even the veggies were good!  Looking forward to another trip there to try out some more the menu!",0,0,0,3,"Positive","5"
"7644","q1S7og5Hywdg41eyAttdng","2","I have been going here for 4 or 5 years now because I really TRY to be a loyal customer.  I can't justify spending any more money here.  

5 years in the owner is nice to me, but still doesn't know my name.  I go there 10 times a year minimum - so it shouldn't be that hard to at least RECOGNIZE me.

I decided to have my wedding dress altered there this year because I knew and trusted her.  She made a big to do about my dress and my wedding, but when I stopped by with my ENTIRE wedding party to pick up ALL of our dresses, she had no idea what we were talking about.  ""Dress?  What type of dress?""  

Uh, my WEDDING dress?  The only one in the store?  Hanging right there?

Every pair of pants she has hemmed for me - from jeans to slacks - has been too short, by over an inch, and she charged me SIX dollars to sew a button back on... when I brought her the button.

I am sure there is better service elsewhere, along with better prices.",0,1,1,2.5,"Positive","5"
"7647","xCntzVvJX5KY6m6Q9PSH4g","5","5 stars isnt enough!!! I love the whole Briggs family. I have been going to this dentist since I was 8 years old and they have always been so amazing to me. I love that I walk in the door and they make me feel right at home. They are so sweet and everything in that place is actually super comforting.

They use the most high tech things I have ever seen, and its good to know I'm getting A+ care for my pearly whites. I recommend them to everyone I know!",0,0,0,4.5,"Positive","5"
"7650","cgxBgtje6818w4uugwVx_A","4","I entered the CPK world late in life, and I'm sad about it because, apparently, I've been missing out.  CPK is great!  Contrary to what I thought, it's not just a place for pizza.  Although the place can suit all sorts of tastebuds, I would recommend going JUST for the pizza.  I went this evening for the second time in two weeks and ordered the BBQ chicken chopped salad.  It maybe could've used a little more dressing, but it was still good, so I can't complain too much.  When I went last week, I ordered one pizza from the MANY great options available, and I have to say, there is a reason it is called the California PIZZA Kitchen and not the California SALAD or PASTA Kitchen.  So 'Yay!  I'm a fan.' of the PIZZA here.  The other stuff....meh.  

The servers are always pleasant here, and I never wait a long time for the food to come out.  Prices are what you would expect for a chain restaurant.  Parking isn't usually a problem unless there's an event going on at Tempe Marketplace.  The up-side to eating at this particular location is that you can browse the shopping area before you stop in or after you're done eating.

Be forewarned: If you are ever asked if you want avocado with your salad, and you say yes, you WILL be charged extra.  Look out for this sneak attack.",0,0,0,1,"Positive","4"
"7655","TzxYw25AGSH4U5AbkbxN6g","4","I can't stand 50's retro but this place is the cuteness. Well...I haven't technically been inside. Now, I knew this was a hipster hangout, but I wasn't expecting the cute girl in the apron or the boy with tattoos to actually be working on the other side of that window. They didn't seem to mind that I was slightly drenched in sweat having walked there under the sun of a blazing March afternoon. They were quite nice and gave my sister and I a bowl of water for our doggies. Tattoo boy said he would even make us more fries if we wanted. The fries ($2) were not the best  and neither was my grilled cheese ($4) with tomato (yum!) and pickles (?). However, the food had a nice home-made quality to it and was all ready in about a minute. Peeps are right about the high-quality ingredients and the food is inexpensive. Holler.

P.S. Don't forget the Ca$hM0nayyy
or to borrow from a sibling!",2,2,3,4,"Positive","4"
"7658","IbKWtTsFGhIL67rWvIdZvg","4","I really like this place. There aren't that many lanes, so if you plan to go on a Friday or Saturday night, call ahead and reserve your lane. 
This place has a lounge area with a good sized bar and couch area. Over where the 10 lanes are, there are about 4 pool tables, another bar, and another table and couches area. The end of the lanes have screens above them to watch sports or music videos. They play good music very loud. I had a really great time. 
My only complaint, we reserved lanes for 4 hours, and when the 4 hours was up, they wanted us out immediately. They started bussing the tables just taking drinks away. I was busy changing my shoes and didn't notice the busboy grabbed my drink. Excuse me, I just purchased that. I let him know that I understood they wanted us gone, but should ask the person sitting there which drink is theirs before throwing it away. As we were leaving, I was at the other table in our area and the busboy asks me if any of the drinks on that table were mine. I reminded him that he threw mine away and he should probably be asking that question to somebody else. It really annoyed me. 
I would definitely recommend it for a Sunday fun day. I didn't feel like we could really relax and have a good time on a Saturday because it was too busy and the staff was looking to make money rather than have their guests entertained.",0,3,1,2,"Positive","5"
"7666","-_E6jvslAhQHbjNJIKeFQA","5","Went today for the first time. The quesadillas were the best I've ever had. My husband had the Cuban sandwich, which of course I tried...it was equally delicious! The atmosphere made me feel like I was back in the Bahamas. And not to forget the staff. We sat at the bar, and the bartenders were wonderful and so nice!",0,0,0,2.5,"Positive","4"
"7670","2TFl_P62BPRcSaEIVnaeJg","4","The tuna sandwich is fabulous!!! Definitely visit this place!!",0,0,0,0.5,"Positive","5"
"7677","SGjts-StAtmPax-pMWJ76w","4","Very old-school. Large portions and friendly staff. Good salsa and fresh chips.",1,1,0,1.5,"Positive","5"
